"Observações"	"Grupos"	"Famílias"	"Taxon Rank"	"Espécies"	"Origem"	"Categoria de Ameaça IUCN"	"Campo Vazio"	"Identificador"	"CatalogNumber"	"OtherCatalogNumbers"	"Herbário"	"GBIF ID"	"Coletor"	"No. coleta"	"Ano de coleta"	"Mês"	"Dia"	"Determinador"	"Estado"	"Município"	"Localidade"	"Latitude"	"Longitude"	"Ocorre em SP segundo Flora 2020?"	"Endemica de SP segundo Flora 2020?"	"cont.spp"	"cont.id"	"Prioritarias_conservacao"	"concat.code"
""	"Angiopermas"	"Winteraceae"	"ESPECIE"	"Drimys brasiliensis Miers"	"NATIVA"	""	NA	"BRA:IF:SPSF:06167"	"06167"	""	"SPSF"	1086875866	"A.Custodio Filho & A.C.Dias"	"258"	1980	7	12	"J.A.Pastore"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"20"	"1"	""	"1980712258"
""	"Angiopermas"	"Salicaceae"	"ESPECIE"	"Casearia decandra Jacq."	"NATIVA"	""	NA	"BRA:IF:SPSF:06164"	"06164"	""	"SPSF"	1086875867	"A.Custodio Filho & A.C.Dias"	"262"	1980	7	9	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"1"	"1"	""	"198079262"
""	"Angiopermas"	"Fabaceae"	"ESPECIE"	"Inga sessilis (Vell.) Mart."	"NATIVA"	""	NA	"BRA:IF:SPSF:06151"	"06151"	""	"SPSF"	1086875868	"A.Custodio Filho & A.C.Dias"	"246"	1980	7	12	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"14"	"1"	""	"1980712246"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrceugenia acutiflora (Kiaersk.) D.Legrand & Kausel"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:06174"	"06174"	""	"SPSF"	1086875869	"A.Custodio Filho & A.C.Dias"	"275"	1980	7	10	"L. Meireles"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"1"	"1"	""	"1980710275"
""	"Angiopermas"	"Cunoniaceae"	"ESPECIE"	"Weinmannia discolor Gardner"	"NATIVA"	""	NA	"BRA:IF:SPSF:06188"	"06188"	""	"SPSF"	1086875874	"K.Kubitzki & A.C.Dias"	"81-24"	1981	2	13	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"1"	"1"	""	"198121381-24"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Dasyphyllum spinescens (Less.) Cabrera"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:06178"	"06178"	""	"SPSF"	1086875876	"A.Custodio Filho & A.C.Dias"	"290"	1980	7	12	"M.Monge"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"3"	"1"	""	"1980712290"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Psychotria nemorosa Gardner"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:06187"	"06187"	""	"SPSF"	1086875881	"K.Kubitzki & A.C.Dias"	"81-25"	1981	2	13	"C.M.Taylor"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"5"	"1"	""	"198121381-25"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Dasyphyllum spinescens (Less.) Cabrera"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:06160"	"06160"	""	"SPSF"	1086875892	"A.Custodio Filho & A.C.Dias"	"249"	1980	10	8	"M.Monge"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"3"	"1"	""	"1980108249"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia guianensis (Aubl.) DC."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:06171"	"06171"	""	"SPSF"	1086875895	"A.Custodio Filho & A.C.Dias"	"266"	1980	7	9	"M.L.Kawasaki"	"Sp"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"3"	"1"	""	"198079266"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Pleroma arboreum Gardner"	"NATIVA"	""	NA	"BRA:IF:SPSF:06189"	"06189"	""	"SPSF"	1086875897	"K.Kubitzki & A.C.Dias"	"81-23"	1981	2	13	"A. Maruyama"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"4"	"1"	""	"198121381-23"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Critoniopsis quinqueflora (Less.) H.Rob."	"NATIVA"	""	NA	"BRA:IF:SPSF:06176"	"06176"	""	"SPSF"	1086875900	"A.Custodio Filho & A.C.Dias"	"285"	1980	7	11	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"16"	"1"	""	"1980711285"
""	"Angiopermas"	"Lauraceae"	"ESPECIE"	"Ocotea pulchella (Nees & Mart.) Mez"	"NATIVA"	""	NA	"BRA:IF:SPSF:06246"	"06246"	""	"SPSF"	1086875926	"O.T. Aguiar"	"0"	1984	1	13	""	"Sp"	"Mongagua"	"P.E.Serra do Mar"	0	0	1	0	"7"	"1"	""	"19841130"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Allophylus petiolulatus Radlk."	"NATIVA"	""	NA	"BRA:IF:SPSF:07797"	"07797"	""	"SPSF"	1086877026	"J.R.Guillaumon"	"0"	1981	5	20	"M.S.Ferrucci"	"Sp"	"Boraceia"	"Serra do Mar"	0	0	1	0	"13"	"1"	""	"19815200"
""	"Angiopermas"	"Lauraceae"	"ESPECIE"	"Cryptocarya saligna Mez"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:07831"	"07831"	""	"SPSF"	1086877063	"J.R.Guillaumon"	"0"	1981	5	20	""	"Sp"	"Bertioga"	"Usina de Itatins, P.E.Serra do Mar"	0	0	1	0	"3"	"2"	""	"19815200"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Guarea guidonia (L.) Sleumer"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:07787"	"07787"	""	"SPSF"	1086877072	"J.R.Guillaumon"	"0"	1981	5	20	""	"Sp"	"Bertioga"	"Usina Itatins, P.E.Serra do Mar"	0	0	1	0	"7"	"3"	""	"19815200"
""	"Angiopermas"	"Ochnaceae"	"ESPECIE"	"Ouratea parviflora (A.DC.) Baill."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:07826"	"07826"	""	"SPSF"	1086877091	"J.R.Guillaumon"	"0"	1981	5	21	""	"Sp"	"Bertioga"	"morro Sao Joao, usina de Itatins, Serra do Mar"	0	0	1	0	"11"	"1"	""	"19815210"
""	"Angiopermas"	"Meliaceae"	"ESPECIE"	"Guarea guidonia (L.) Sleumer"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:07785"	"07785"	""	"SPSF"	1086877093	"J.R.Guillaumon"	"0"	1981	5	20	""	"Sp"	"Bertioga"	"Usina Itatins, P.E.Serra do Mar"	0	0	1	0	"7"	"4"	""	"19815200"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Samambaias e Licófitas"	"Polypodiaceae"	"ESPECIE"	"Microgramma squamulosa (Kaulf.) de la Sota"	""	""	NA	"BRA:IF:SPSF:08173"	"08173"	""	"SPSF"	1086877382	"G.Hashimoto"	"0"	1981	4	18	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	0	0	"2"	"1"	""	"19814180"
""	"Angiopermas"	"Euphorbiaceae"	"ESPECIE"	"Croton glandulosus L."	"NATIVA"	""	NA	"BRA:IF:SPSF:08164"	"08164"	""	"SPSF"	1086877391	"G.Hashimoto"	"0"	1981	4	18	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"1"	"2"	""	"19814180"
""	"Angiopermas"	"Amaranthaceae"	"ESPECIE"	"Iresine diffusa Humb. & Bonpl. ex Willd."	"NATIVA"	""	NA	"BRA:IF:SPSF:08172"	"08172"	""	"SPSF"	1086877396	"G.Hashimoto"	"0"	1981	4	18	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"1"	"3"	""	"19814180"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Samambaias e Licófitas"	"Lycopodiaceae"	"ESPECIE"	"Phlegmariurus reflexus (Lam.) B.Øllg."	""	""	NA	"BRA:IF:SPSF:08175"	"08175"	""	"SPSF"	1086877416	"G.Hashimoto"	"0"	1981	4	18	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	0	0	"1"	"4"	""	"19814180"
""	"Angiopermas"	"Lauraceae"	"ESPECIE"	"Cryptocarya moschata Nees & Mart."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:08162"	"08162"	""	"SPSF"	1086877428	"K.Kubitzki"	"81-20"	1981	2	13	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"3"	"1"	""	"198121381-20"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Tagetes minuta L."	"NATURALIZADA"	""	NA	"BRA:IF:SPSF:08167"	"08167"	""	"SPSF"	1086877430	"G.Hashimoto"	"0"	1982	4	10	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"1"	"1"	""	"19824100"
""	"Samambaias e Licófitas"	"Gleicheniaceae"	"ESPECIE"	"Dicranopteris flexuosa (Schrad.) Underw."	"NATIVA"	""	NA	"BRA:IF:SPSF:08179"	"08179"	""	"SPSF"	1086877436	"G.Hashimoto"	"0"	0	0	0	"R.Y.Hirai"	"Sp"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"1"	""	"0000"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Baccharis punctulata DC."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:08165"	"08165"	""	"SPSF"	1086877441	"G.Hashimoto"	"0"	1981	4	18	"G.Heiden"	"Sp"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"5"	""	"19814180"
""	"Angiopermas"	"Hypericaceae"	"ESPECIE"	"Hypericum brasiliense Choisy"	"NATIVA"	""	NA	"BRA:IF:SPSF:08180"	"08180"	""	"SPSF"	1086877488	"G.Hashimoto"	"0"	1982	4	10	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"3"	"2"	""	"19824100"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Rustia formosa (Cham. & Schltdl.) Klotzsch"	"NATIVA"	""	NA	"BRA:IF:SPSF:08348"	"08348"	""	"SPSF"	1086877602	"J.R.Guillaumon"	"0"	1985	1	21	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"9"	"1"	""	"19851210"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Annonaceae"	"ESPECIE"	"Guatteria australis A.St.-Hil."	""	"LC"	NA	"BRA:IF:SPSF:08465"	"08465"	""	"SPSF"	1086877712	"F.Pedroni & M.Sanchez"	"786"	1996	12	4	"M.Sanchez"	"Sp"	"Ubatuba"	"Parque Estadual da Serra do Mar - N<fa>cleo Picinguaba"	-23.366667	-44.8	0	0	"34"	"1"	""	"1996124786"
""	"Angiopermas"	"Vochysiaceae"	"ESPECIE"	"Vochysia tucanorum Mart."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:09833"	"09833"	""	"SPSF"	1086879052	"J.Mattos"	"15336"	1968	6	14	"M.C.Vianna"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"8"	"1"	""	"196861415336"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Pleroma clavatum (Pers.) P.J.F.Guim. & Michelang."	""	"LC"	NA	"BRA:IF:SPSF:10530"	"10530"	""	"SPSF"	1086879691	"D.S.Menezes"	"0"	1986	5	2	"J.A.Pastore"	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	0	0	"3"	"1"	""	"1986520"
""	"Angiopermas"	"Polygalaceae"	"ESPECIE"	"Polygala paniculata L."	"NATIVA"	""	NA	"BRA:IF:SPSF:10537"	"10537"	""	"SPSF"	1086879694	"O.Meirelles"	"0"	1986	4	11	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"1"	"1"	""	"19864110"
""	"Angiopermas"	"Malpighiaceae"	"ESPECIE"	"Stigmaphyllon tomentosum A.Juss."	"NATIVA"	""	NA	"BRA:IF:SPSF:10542"	"10542"	""	"SPSF"	1086879703	"D.S.Menezes"	"0"	1986	3	31	"R.F.Almeida"	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"1"	"1"	""	"19863310"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia undulata O.Berg"	"NATIVA"	"VU"	NA	"BRA:IF:SPSF:10539"	"10539"	""	"SPSF"	1086879704	"D.S.Menezes"	"0"	1986	4	11	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"1"	"2"	""	"19864110"
""	"Angiopermas"	"Anacardiaceae"	"ESPECIE"	"Schinus terebinthifolius Raddi"	"NATIVA"	""	NA	"BRA:IF:SPSF:10548"	"10548"	""	"SPSF"	1086879717	"D.Medeiros"	"0"	1986	3	18	"C.L.Silva-Luz"	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"8"	"1"	""	"19863180"
""	"Angiopermas"	"Sapindaceae"	"ESPECIE"	"Paullinia trigonia Vell."	"NATIVA"	""	NA	"BRA:IF:SPSF:10536"	"10536"	""	"SPSF"	1086879720	"D.S.Menezes"	"0"	1986	4	11	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"3"	"3"	""	"19864110"
""	"Angiopermas"	"Araliaceae"	"ESPECIE"	"Hydrocotyle bonariensis Lam."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10549"	"10549"	""	"SPSF"	1086879728	"D.Medeiros"	"0"	1986	3	18	""	"Sp"	"Ubatuba"	"Parque Estadual da Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"2"	"2"	""	"19863180"
""	"Angiopermas"	"Convolvulaceae"	"ESPECIE"	"Ipomoea cairica (L.) Sweet"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10544"	"10544"	""	"SPSF"	1086879748	"D.S.Menezes"	"0"	1986	3	31	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"1"	"2"	""	"19863310"
""	"Angiopermas"	"Malvaceae"	"ESPECIE"	"Talipariti pernambucense (Arruda) Bovini"	"NATIVA"	""	NA	"BRA:IF:SPSF:10547"	"10547"	""	"SPSF"	1086879751	"D.S.Menezes"	"0"	1986	3	18	"V.N.Yoshikawa"	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"1"	"3"	""	"19863180"
""	"Angiopermas"	"Rutaceae"	"ESPECIE"	"Dictyoloma vandellianum A.Juss."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10546"	"10546"	""	"SPSF"	1086879774	"D.S.Menezes"	"0"	1986	3	24	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, Picinguaba"	0	0	1	0	"1"	"1"	""	"19863240"
""	"Angiopermas"	"Solanaceae"	"ESPECIE"	"Solanum americanum Mill."	"NATIVA"	""	NA	"BRA:IF:SPSF:10694"	"10694"	""	"SPSF"	1086879828	"J.A.Pastore & A.Custodio Filho"	"185"	1986	10	14	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"2"	"1"	""	"19861014185"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Cannaceae"	"ESPECIE"	"Canna indica L."	""	""	NA	"BRA:IF:SPSF:10697"	"10697"	""	"SPSF"	1086879829	"J.A.Pastore & A.Custodio Filho"	"188"	1986	10	14	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	0	0	"1"	"1"	""	"19861014188"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Scrophulariaceae"	"ESPECIE"	"Buddleja stachyoides Cham. & Schltdl."	""	""	NA	"BRA:IF:SPSF:10692"	"10692"	""	"SPSF"	1086879833	"J.A.Pastore & A.Custodio Filho"	"183"	1986	10	14	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	0	0	"3"	"1"	""	"19861014183"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Senecio brasiliensis (Spreng.) Less."	"NATIVA"	""	NA	"BRA:IF:SPSF:10689"	"10689"	""	"SPSF"	1086879834	"J.A.Pastore & A.Custodio Filho"	"180"	1986	10	14	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"3"	"1"	""	"19861014180"
""	"Angiopermas"	"Solanaceae"	"ESPECIE"	"Cestrum bracteatum Link & Otto"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10695"	"10695"	""	"SPSF"	1086879845	"J.A.Pastore & A.Custodio Filho"	"186"	1986	10	14	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"5"	"1"	""	"19861014186"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Bromeliaceae"	"ESPECIE"	"Canistropsis seidelii (L.B.Sm. & Reitz) Leme"	""	""	NA	"BRA:IF:SPSF:10721"	"10721"	""	"SPSF"	1086879848	"D.S.Menezes"	"0"	1986	9	19	"S.L.Proen<e7>a"	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	0	0	"1"	"1"	""	"19869190"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Pleiochiton blepharodes (DC.) Reginato et al."	"NATIVA"	""	NA	"BRA:IF:SPSF:10685"	"10685"	""	"SPSF"	1086879850	"F.T.Rocha & J.B.Baitello & J.A.Pastore"	"144"	1998	12	16	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"9"	"1"	""	"19981216144"
""	"Angiopermas"	"Fabaceae"	"ESPECIE"	"Sophora tomentosa L."	"NATIVA"	""	NA	"BRA:IF:SPSF:10722"	"10722"	""	"SPSF"	1086879853	"D.S.Menezes"	"0"	1986	3	18	""	"Sp"	"Ubatuba"	"Parque Estadual da Serra do Mar - N<fa>cleo Picinguaba"	0	0	1	0	"3"	"4"	""	"19863180"
""	"Angiopermas"	"Campanulaceae"	"ESPECIE"	"Centropogon cornutus (L.) Druce"	"NATIVA"	""	NA	"BRA:IF:SPSF:10728"	"10728"	""	"SPSF"	1086879869	"D.S.Menezes"	"0"	1986	6	10	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"2"	"1"	""	"19866100"
""	"Angiopermas"	"Solanaceae"	"ESPECIE"	"Solanum variabile Mart."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10693"	"10693"	""	"SPSF"	1086879872	"J.A.Pastore & A.Custodio Filho"	"184"	1986	10	14	""	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"5"	"1"	""	"19861014184"
""	"Angiopermas"	"Primulaceae"	"ESPECIE"	"Myrsine lineata (Mez) Imkhan."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10701"	"10701"	""	"SPSF"	1086879874	"J.A.Pastore & A.Custodio Filho"	"192"	1986	10	14	"M.F.Freitas"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"6"	"1"	""	"19861014192"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Lepidaploa muricata (DC.) H.Rob."	"NATIVA"	""	NA	"BRA:IF:SPSF:10727"	"10727"	""	"SPSF"	1086879875	"D.S.Menezes"	"0"	1986	6	10	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"2"	"2"	""	"19866100"
""	"Angiopermas"	"Solanaceae"	"ESPECIE"	"Solanum didymum Dunal"	"NATIVA"	""	NA	"BRA:IF:SPSF:10699"	"10699"	""	"SPSF"	1086879880	"J.A.Pastore & A.Custodio Filho"	"190"	1986	10	14	"N.M.Ivanauskas"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"6"	"1"	""	"19861014190"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Baccharis montana DC."	"NATIVA"	""	NA	"BRA:IF:SPSF:10700"	"10700"	""	"SPSF"	1086879881	"J.A.Pastore & A.Custodio Filho"	"191"	1986	10	14	"G.Heiden"	"Sp"	"Cunha"	"Parque Estadual da Serra do Mar"	0	0	1	0	"2"	"1"	""	"19861014191"
""	"Angiopermas"	"Asteraceae"	"ESPECIE"	"Baccharis glaziovii Baker"	"NATIVA"	""	NA	"BRA:IF:SPSF:10702"	"10702"	""	"SPSF"	1086879885	"J.A.Pastore & A.Custodio Filho"	"193"	1986	10	14	"G.Heiden"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"1"	"1"	""	"19861014193"
""	"Angiopermas"	"Fabaceae"	"ESPECIE"	"Crotalaria vitellina Ker Gawl."	"NATIVA"	""	NA	"BRA:IF:SPSF:10723"	"10723"	""	"SPSF"	1086879892	"D.S.Menezes"	"0"	1986	4	11	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"2"	"4"	""	"19864110"
""	"Angiopermas"	"Rubiaceae"	"ESPECIE"	"Amaioua guianensis Aubl."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10724"	"10724"	""	"SPSF"	1086879894	"D.S.Menezes"	"0"	1986	6	11	"S.L.J.Menda<e7>olli"	"Sp"	"Ubatuba"	"Parque Estadual da Serra do Mar - N<fa>cleo Picinguaba"	0	0	1	0	"1"	"1"	""	"19866110"
""	"Angiopermas"	"Malvaceae"	"ESPECIE"	"Urena lobata L."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10726"	"10726"	""	"SPSF"	1086879898	"D.S.Menezes"	"0"	1986	6	16	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"1"	"1"	""	"19866160"
""	"Angiopermas"	"Melastomataceae"	"ESPECIE"	"Miconia prasina (Sw.) DC."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:10725"	"10725"	""	"SPSF"	1086879903	"D.S.Menezes"	"0"	1986	6	11	""	"Sp"	"Ubatuba"	"P.E.Serra do Mar, N<fa>cleo Picinguaba"	0	0	1	0	"4"	"2"	""	"19866110"
""	"Angiopermas"	"Lauraceae"	"ESPECIE"	"Ocotea paranapiacabensis Coe-Teixeira"	"NATIVA"	""	NA	"BRA:IF:SPSF:11341"	"11341"	""	"SPSF"	1086880489	"A.Custodio Filho & A.Gentry"	"4635"	1987	2	4	""	"Sp"	"Mogi das Cruzes-Biritiba Mirim"	"crest of Serra do Mar"	0	0	1	1	"6"	"1"	""	"1987244635"
""	"Angiopermas"	"Lauraceae"	"ESPECIE"	"Ocotea brachybotrya (Meisn.) Mez"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:11513"	"11513"	""	"SPSF"	1086880547	"J.B.Baitello & O.T. Aguiar"	"209"	1987	10	28	"J.B. Baitello"	"Sp"	"Paraibuna"	"Parque Estadual da Serra do Mar"	0	0	1	0	"3"	"1"	""	"19871028209"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Myrcia splendens (Sw.) DC."	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:11723"	"11723"	""	"SPSF"	1086880735	"O.T. Aguiar"	"234"	1987	11	11	"O.T.Aguiar"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"17"	"1"	""	"19871111234"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Solanaceae"	"ESPECIE"	"Athenaea fasciculata (Vell.) I.M.C. Rodrigues & Stehmann"	""	""	NA	"BRA:IF:SPSF:11726"	"11726"	""	"SPSF"	1086880766	"J.B.Baitello"	"241"	1987	11	12	"L.L.Giacomin"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	0	0	"18"	"1"	""	"19871112241"
""	"Angiopermas"	"Sapotaceae"	"ESPECIE"	"Chrysophyllum flexuosum Mart."	"NATIVA"	""	NA	"BRA:IF:SPSF:11720"	"11720"	""	"SPSF"	1086880768	"J.B.Baitello"	"239"	1987	12	7	""	"Sp"	"Cubat<e3>o"	"Piloes, P.E.Serra do Mar"	0	0	1	0	"14"	"1"	""	"1987127239"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Eugenia disperma Vell."	""	"LC"	NA	"BRA:IF:SPSF:11721"	"11721"	""	"SPSF"	1086880773	"O.T. Aguiar"	"232"	1987	11	11	"O.T. Aguiar"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	0	0	"15"	"1"	""	"19871111232"
""	"Angiopermas"	"Myrtaceae"	"ESPECIE"	"Eugenia leptoclada O.Berg"	"NATIVA"	"LC"	NA	"BRA:IF:SPSF:11722"	"11722"	""	"SPSF"	1086880787	"O.T. Aguiar"	"233"	1987	11	12	"O.T. Aguiar"	"Sp"	"Cunha"	"P.E.Serra do Mar - N<fa>cleo Cunha"	0	0	1	0	"3"	"1"	""	"19871112233"
"CHECAR, ESPÉCIE NÃO OCORRE NO ESTADO DE SÃO PAULO SEGUNDO A FLORA 2020"	"Angiopermas"	"Solanaceae"	"ESPECIE"	"Cestrum montanum Miers"	""	""	NA	"BRA:IF:SPSF:11742"	"11742"	""	"SPSF"	1086880792	"I.R.Saraiva"	"0"	1988	2	10	""	"Sp"	"Cubat<e3>o"	"P.E.Serra do Mar, Vale do Rio Mogi"	0	0	0	0	"1"	"1"	""	"19882100"
